genome id,genome name,gene contents,number of genes,GC content,taxonomy,genome size,Have multi-copy gene
KC631634.1,Auxenochlorella protothecoides,"['chlL', 'chlN', 'minD', 'psaC', 'rps4', 'atpE', 'atpB', 'psaB', 'psaA', 'chlB', 'ycf12', 'psaM', 'TilS', 'psbZ', 'psbE', 'psbF', 'psbL', 'psbJ', 'FtsH', 'accD', 'psaI', 'rpoC1', 'rpoC1', 'rpoB', 'petD', 'petB', 'clpP', 'psbA', 'rps14', 'rbcL', 'atpA', 'atpF', 'atpH', 'atpI', 'rps2', 'ycf3', 'psbI', 'chlI', 'chlI', 'petA', 'petL', 'petG', 'psbD', 'psbC', 'rpl12', 'rps9', 'rpoA', 'rps11', 'rpl36', 'infA', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'rps3', 'rps19', 'rpl2', 'rpl23', 'cemA', 'ycf4', 'rpl19', 'tufA', 'rps7', 'rps12', 'psaJ', 'rps18', 'rpl20', 'psbM', 'psbH', 'psbN', 'psbT', 'psbT', 'ycf78', 'cysT', 'rpl32', 'ccsA']",76,0.3075931706394249,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Trebouxiophyceae', 'Chlorellales', 'Chlorellaceae', 'Auxenochlorella']",84576,True
FJ968740.1,Pedinomonas minor,"['atpA', 'atpF', 'atpH', 'atpI', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'clpP', 'psbB', 'psbT', 'psbN', 'psbH', 'petB', 'petD', 'rpl12', 'rps9', 'rpoA', 'rps11', 'rpl36', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'rps3', 'rps19', 'rpl2', 'rpl23', 'cemA', 'ycf4', 'rpl19', 'tufA', 'rps7', 'rps12', 'psaJ', 'rps18', 'rpl20', 'rps14', 'psaB', 'psaA', 'psbK', 'ycf12', 'psaM', 'ycf47', 'ftsH', 'psbZ', 'psbJ', 'psbL', 'psbF', 'psbE', 'accD', 'cysA', 'psbI', 'ycf3', 'orf205', 'orf307', 'orf216', 'rbcL', 'atpB', 'atpE', 'rps4', 'psaI', 'chlI', 'petA', 'petL', 'petG', 'psbD', 'psbC', 'orf105', 'psbA', 'psbM', 'orf195', 'cysT', 'ycf1', 'ccsA', 'minD', 'psaC', 'ycf20', 'rpl32', 'orf195', 'psbM', 'psbA']",82,0.3483933292658125,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Pedinophyceae', 'Pedinomonadales', 'Pedinomonadaceae', 'Pedinomonas']",98340,True
MT211886.1,Corallina officinalis,"['rbcL', 'rbcS', 'cbbX', 'ilvH', 'infC', 'rps4', 'ycf80', 'apcF', 'cpcG', 'nblA', 'cpeB', 'cpeA', 'ccsA', 'psaK', 'accA', 'psaC', 'gltB', 'rpoZ', 'cpcB', 'cpcA', 'pgmA', 'secA', 'trpA', 'tilS', 'psb30', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'Unassigned-ORF-238', 'ycf63', 'chlI', 'psaM', 'rps6', 'ycf60', 'thiG', 'trpG', 'ccs1', 'psbA', 'rne', 'rpl27', 'rpl21', 'rpl32', 'psbY', 'rbcR', 'carA', 'petJ', 'psbV', 'accD', 'psbX', 'fabH', 'apcD', 'psaJ', 'psaF', 'rpl34', 'ompR', 'psbD', 'psbC', 'upp', 'rps16', 'groEL', 'hisS', 'psb28', 'syfB', 'petB', 'petD', 'rpl12', 'rpl1', 'rpl11', 'moeB', 'rpl9', 'clpC', 'rpl19', 'ilvB', 'argB', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'dnaK', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'accB', 'acpP', 'psaD', 'acsF', 'petN', 'petM', 'secG', 'ycf36', 'bas1', 'pbsA', 'rpl35', 'rpl20', 'preA', 'pdhA', 'pdhB', 'petA', 'tatC', 'apcE', 'apcA', 'apcB', 'atpE', 'atpB', 'ycf3', 'infB', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'sufC', 'sufB', 'psbI', 'cemA', 'petL', 'psaL', 'Ccr_ORF64', 'rpl28', 'trxA']",167,0.3019588033900208,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Corallinophycidae', 'Corallinales', 'Corallinaceae', 'Corallinoideae', 'Corallina']",178170,False
MF401423.1,Porphyridium purpureum,"['ompR', 'ycf4', 'rps6', 'psbD', 'psbC', 'ORF230', 'ycf39', 'petJ', 'psbV', 'ycf46', 'ycf54', 'rpl34', 'rpl1', 'rpl11', 'petG', 'rpoZ', 'ilvB', 'rpl12', 'ORF91', 'rne', 'psaB', 'psaA', 'ORF55', 'chlI', 'rpl35', 'rpl20', 'ycf56', 'infB', 'cemA', 'ORF770', 'clpC', 'rbcL', 'rbcS', 'cbbX', 'secG', 'rps4', 'rpl21', 'rpl27', 'petA', 'fabH', 'rps1', 'tilS', 'secA', 'petF', 'psbK', 'ycf80', 'rps18', 'rpl33', 'rps20', 'ORF50', 'ORF57', 'rps16', 'ycf65', 'psaE', 'ORF43', 'tatC', 'syfB', 'rbcR', 'psbZ', 'ycf45', 'rpl19', 'ORF51', 'pbsA', 'atpE', 'mat1a', 'atpB', 'mat1b', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'dnaK', 'mat1c', 'psbA', 'apcD', 'psaJ', 'psaF', 'moeB', 'ycf38', 'ntcA', 'ORF93', 'tufA', 'rps10', 'infC', 'mat1d', 'rps14', 'ycf33', 'psaD', 'psbW', 'ORF65', 'ccsA', 'thiG', 'trpG', 'ycf44', 'cpcG', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf53', 'ycf55', 'ORF61', 'psbY', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'petN', 'petM', 'acpP', 'psaI', 'psaL', 'cpcA', 'cpcB', 'ycf52', 'groEL', 'petD', 'petB', 'gltB', 'psaM', 'nblA', 'thiS', 'rpl9', 'rpl28', 'rpl32', 'cpeA', 'cpeB', 'ycf34', 'acsF', 'ycf19', 'ccdA', 'ycf35', 'psbX', 'ycf3', 'psbI', 'petL', 'psbH', 'psbN', 'psbT', 'psbB', 'preA', 'ycf60', 'apcF', 'ftrB', 'ycf12', 'trxA', 'ilvH', 'mntB', 'mntA', 'ycf23', 'psaC', 'odpB', 'odpA', 'trpA', 'syh', 'ycf20', 'secY', 'rpoC2', 'mat1e', 'rpoC1', 'rpoB', 'rps2', 'tsf', 'atpI', 'mat1f', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'ycf16', 'ycf24', 'ORF107', 'carA', 'ycf17', 'psaK', 'dnaB', 'apcB', 'apcA', 'apcE']",198,0.3040279749459142,"['Eukaryota', 'Rhodophyta', 'Bangiophyceae', 'Porphyridiales', 'Porphyridiaceae', 'Porphyridium']",220483,False
LC814771.1,Skeletonema dohrnii,[],0,0.31103983900889853,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Thalassiosirophycidae', 'Thalassiosirales', 'Skeletonemataceae', 'Skeletonema', 'Skeletonema marinoi-dohrnii complex']",127212,False
OP121078.1,Alaria marginata,"['ycf17', 'ycf37', 'psaM', 'chlI', 'petB', 'petD', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'psaD', 'chlB', 'ycf60', 'ccs1', 'ycf46', 'rpl34', 'secA', 'ycf54', 'thiG', 'psbI', 'dnaK', 'groEL', 'petJ', 'psbV', 'ycf66', 'psbX', 'rpl27', 'rpl19', 'SecG', 'petM', 'petN', 'acsF', 'ahpC', 'rpl35', 'rpl20', 'ilvH', 'ycf34', 'rbcL', 'rbcS', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'ccsA', 'chlL', 'chlN', 'psaF', 'psaJ', 'ocf525', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'clpC', 'psaC', 'psbA', 'cbbx', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'petL', 'psaL', 'rbcR', 'psbY', 'rpl32', 'rpl21', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'psaE', 'ftsH', 'psbH', 'pbf1', 'psbT', 'psbB', 'petF', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'rpl9', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf35', 'sufB', 'sufC', 'psbD', 'psbC', 'ycf41', 'ycf39', 'ycf33', 'ilvB', 'rps4', 'ycf65', 'rps16', 'ycf19']",141,0.3120228496167482,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Laminariales', 'Alariaceae', 'Alaria']",130593,False
MZ504647.1,Alaria marginata,"['ycf17', 'ycf37', 'psaM', 'chlI', 'petB', 'petD', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'psaD', 'chlB', 'ycf60', 'ccs1', 'ycf46', 'rpl34', 'secA', 'ycf54', 'thiG', 'psbI', 'dnaK', 'groEL', 'petJ', 'psbV', 'ycf66', 'psbX', 'rpl27', 'rpl19', 'SecG', 'petM', 'petN', 'acsF', 'ahpC', 'rpl35', 'rpl20', 'ilvH', 'ycf34', 'rbcL', 'rbcS', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'ccsA', 'chlL', 'chlN', 'psaF', 'psaJ', 'ocf525', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'clpC', 'psaC', 'psbA', 'cbbx', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'petL', 'psaL', 'rbcR', 'psbY', 'rpl32', 'rpl21', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'psaE', 'ftsH', 'psbH', 'pbf1', 'psbT', 'psbB', 'petF', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'rpl9', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf35', 'sufB', 'sufC', 'psbD', 'psbC', 'ycf41', 'ycf39', 'ycf33', 'ilvB', 'rps4', 'ycf65', 'rps16', 'ycf19']",141,0.3122922570268821,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Laminariales', 'Alariaceae', 'Alaria']",130570,False
NC_030338.1,Coeloseira compressa,"['rps6', 'ycf60', 'thiG', 'trpG', 'ccs1', 'dsbD', 'ycf35', 'psbA', 'rne', 'rpl27', 'rpl21', 'orf263', 'rpl32', 'psbY', 'rbcR', 'ycf54', 'ycf55', 'ycf53', 'carA', 'petJ', 'psbV', 'accD', 'psbX', 'fabH', 'apcD', 'psaJ', 'psaF', 'orf174', 'ycf37', 'rpl34', 'ycf46', 'psaM', 'chlI', 'orf63', 'ycf26', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrC', 'ycf12', 'orf327', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'ycf61', 'gltB', 'psaC', 'ycf23', 'ycf22', 'accA', 'psaK', 'ccsA', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'orf83', 'orf450', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'orf58', 'psaL', 'ycf4', 'orf12', 'cemA', 'orf621', 'ycf58', 'psbI', 'ycf41', 'ycf39', 'orf245', 'ycf24', 'ycf16', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'orf199', 'ycf36', 'secG', 'petM', 'petN', 'ycf59', 'psaD', 'acpP', 'ycf45', 'ycf86', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'orf382', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'ycf40', 'rps1', 'syfB', 'psbW', 'syh', 'groEL', 'orf157', 'ycf65', 'rps16', 'ycf19', 'orf198', 'ycf17', 'psbC', 'psbD', 'ompR']",201,0.2896858035861161,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Rhodymeniales', 'Champiaceae', 'Coeloseira']",176291,False
ON675441.1,Sargassum macrocarpum,"['ycf37', 'psaM', 'chlI', 'petB', 'petD', 'petN', 'petM', 'ycf47', 'rpl19', 'rpl27', 'psbX', 'ycf66', 'psbV', 'petJ', 'groEL', 'dnaK', 'psbI', 'thiG', 'ycf54', 'secA', 'rpl34', 'ycf46', 'ccs1', 'orf76', 'chlB', 'psaD', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'acsF', 'bas1', 'rpl35', 'rpl20', 'ilvH', 'ycf34', 'rbcL', 'rbcS', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbA', 'psaC', 'clpC', 'rpl33', 'rps18', 'pafI', 'atpB', 'atpE', 'tatC', 'petA', 'orf501', 'psaJ', 'psaF', 'chlN', 'chlL', 'ccsA', 'rpl32', 'psbY', 'rbcR', 'psaL', 'petL', 'pafII', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'psb30', 'cbbx', 'ycf19', 'rps16', 'ycf65', 'rps4', 'ilvB', 'ycf33', 'ycf39', 'ycf41', 'sufC', 'sufB', 'ycf35', 'psb28', 'rps1', 'thiS', 'psbC', 'psbD', 'rpl9', 'dnaB', 'rpl11', 'rpl1', 'rpl12', 'petF', 'psbB', 'psbT', 'pbf1', 'psbH', 'ftsH', 'psaE', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'rpl21']",139,0.30452066786061344,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Fucales', 'Sargassaceae', 'Sargassum']",124517,False
OP121034.1,Alaria marginata,"['ycf17', 'ycf37', 'psaM', 'chlI', 'petB', 'petD', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'psaD', 'chlB', 'ycf60', 'ccs1', 'ycf46', 'rpl34', 'secA', 'ycf54', 'thiG', 'psbI', 'dnaK', 'groEL', 'petJ', 'psbV', 'ycf66', 'psbX', 'rpl27', 'rpl19', 'SecG', 'petM', 'petN', 'acsF', 'ahpC', 'rpl35', 'rpl20', 'ilvH', 'ycf34', 'rbcL', 'rbcS', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'ccsA', 'chlL', 'chlN', 'psaF', 'psaJ', 'ocf525', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'clpC', 'psaC', 'psbA', 'cbbx', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'petL', 'psaL', 'rbcR', 'psbY', 'rpl32', 'rpl21', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'psaE', 'ftsH', 'psbH', 'pbf1', 'psbT', 'psbB', 'petF', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'rpl9', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf35', 'sufB', 'sufC', 'psbD', 'psbC', 'ycf41', 'ycf39', 'ycf33', 'ilvB', 'rps4', 'ycf65', 'rps16', 'ycf19']",141,0.3120630374686995,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Laminariales', 'Alariaceae', 'Alaria']",130589,False
OL703610.1,Gephyrocapsa parvula,"['petB', 'petD', 'psaA', 'psaB', 'rbcL', 'rbcS', 'psbA', 'rpl20', 'rpl21', 'psbI', 'ycf60', 'rpl19', 'ycf46', 'ycf24', 'ycf19', 'rpl33', 'rps18', 'petA', 'tatC', 'groEL', 'ycf35', 'ycf45', 'psb30', 'clpC', 'atpE', 'atpB', 'psbK', 'psbZ', 'psbB', 'psbT', 'pbf1', 'psbH', 'psaC', 'ccs1', 'psaF', 'psaJ', 'ycf55', 'ycf40', 'psaL', 'ycf47', 'petM', 'petN', 'rpl27', 'petL', 'pafII', 'ycf27', 'rpoB', 'rpoC1', 'rpoC2', 'rps4', 'rps2', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'psbC', 'psbD', 'pafI', 'rps14', 'rpl34', 'rps16', 'ycf65', 'ycf80', 'chlI', 'thiG', 'minD', 'rbcR', 'psbJ', 'psbL', 'psbF', 'psbE', 'cbbX', 'petG', 'secA', 'dfr', 'rps6', 'psaI', 'ccsA', 'psaM', 'ycf20', 'psaD', 'psbV', 'dnaK', 'rpl3', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rps17', 'rpl14', 'rpl5', 'rps8', 'rpl6', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'ycf39']",110,0.36816416450635747,"['Eukaryota', 'Haptista', 'Haptophyta', 'Prymnesiophyceae', 'Isochrysidales', 'Noelaerhabdaceae', 'Gephyrocapsa']",105309,False
KM462865.1,Edaphochlorella mirabilis,"['atpA', 'atpF', 'atpH', 'atpI', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'psbB', 'psbT', 'psbN', 'psbH', 'clpP', 'petB', 'petD', 'rpl12', 'rps9', 'rpoA', 'rps11', 'rpl36', 'infA', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'rps3', 'rps19', 'rpl2', 'rpl23', 'cemA', 'ycf4', 'rpl19', 'tufA', 'rps7', 'rps12', 'psaJ', 'rps18', 'rpl20', 'rps14', 'chlB', 'psbK', 'ycf12', 'psaM', 'ycf47', 'ycf62', 'psbZ', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaA', 'psaB', 'ftsH', 'accD', 'cysA', 'psbI', 'ycf3', 'psaI', 'rbcL', 'atpB', 'atpE', 'rps4', 'petA', 'petL', 'petG', 'psbD', 'psbC', 'psbA', 'rpl32', 'cysT', 'ycf1', 'chlN', 'chlL', 'minD', 'psbM', 'ycf20', 'psaC']",77,0.3146298192555902,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Trebouxiophyceae', 'Prasiolales', 'Prasiolaceae', 'Edaphochlorella']",167972,False
NC_047434.1,Caulacanthus okamurae,"['psaM', 'ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'rbcR', 'psbY', 'rpl32', 'ycf56', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'ccdA', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'ycf27', 'psbD', 'psbC', 'ycf17', 'upp', 'ycf19', 'rps16', 'ycf65', 'ORF143', 'groEL', 'hisS', 'psb28', 'syfB', 'rps1', 'thiS', 'ycf29', 'ntcA', 'petB', 'petD', 'rpl12', 'rpl1', 'rpl11', 'moeB', 'rpl9', 'dnaB', 'clpC', 'rpl19', 'ilvB', 'argB', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'ycf38', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'dnaK', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'accB', 'ycf86', 'ycf45', 'acpP', 'psaD', 'acsF', 'petN', 'petM', 'secG', 'ycf36', 'bas1', 'pbsA', 'rpl35', 'rpl20', 'preA', 'pdhA', 'pdhB', 'petA', 'tatC', 'apcE', 'apcA', 'apcB', 'atpE', 'atpB', 'ycf3', 'infB', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'sufC', 'sufB', 'ycf92', 'ycf39', 'ycf41', 'psbI', 'ycf58', 'ORF702', 'cemA', 'ORF436', 'ycf4', 'petL', 'psaL', 'ORF57', 'rpl28', 'trxA', 'rbcL', 'rbcS', 'cbbX', 'ycf34', 'ilvH', 'infC', 'rps4', 'ycf80', 'ycf91', 'apcF', 'cpcG', 'nblA', 'cpeB', 'cpeA', 'ccsA', 'psaK', 'accA', 'ycf22', 'ycf23', 'psaC', 'gltB', 'rpoZ', 'cpcB', 'cpcA', 'pgmA', 'ycf21', 'secA', 'trpA', 'tilS', 'ycf64', 'psb30', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'dfr', 'ycf63', 'chlI']",201,0.300738836764333,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gigartinales', 'Caulacanthaceae', 'Caulacanthus']",173516,False
FJ858267.1,Micromonas commoda,[],0,0.3884549149273266,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Mamiellophyceae', 'Mamiellales', 'Mamiellaceae', 'Micromonas']",72585,False
OK149074.1,Alaria esculenta,"['ycf17', 'ycf37', 'psaM', 'chlI', 'petB', 'petD', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'psaD', 'chlB', 'ycf60', 'ccs1', 'ycf46', 'rpl34', 'secA', 'ycf54', 'thiG', 'psbI', 'dnaK', 'groEL', 'petJ', 'psbV', 'ycf66', 'psbX', 'rpl27', 'rpl19', 'SecG', 'petM', 'petN', 'acsF', 'ahpC', 'rpl35', 'rpl20', 'ilvH', 'ycf34', 'rbcL', 'rbcS', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'ccsA', 'chlL', 'chlN', 'psaF', 'psaJ', 'ocf525', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'clpC', 'psaC', 'psbA', 'cbbx', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'petL', 'psaL', 'rbcR', 'psbY', 'rpl32', 'rpl21', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'psaE', 'ftsH', 'psbH', 'pbf1', 'psbT', 'psbB', 'petF', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'rpl9', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf35', 'sufB', 'sufC', 'psbD', 'psbC', 'ycf41', 'ycf39', 'ycf33', 'ilvB', 'rps4', 'ycf65', 'rps16', 'ycf19']",141,0.31219467373160387,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Laminariales', 'Alariaceae', 'Alaria']",130598,False
