rep_genome	genome	in_tree	num_in_tree	genomes_in_tree	GenBank_URL
NC_039141	NC_039141,MH396011	True	1.0	MH396011	https://www.ncbi.nlm.nih.gov/nuccore/NC_039141
NC_039144	NC_039144,MH396015,NC_038100,MF372957	True	1.0	NC_038100	https://www.ncbi.nlm.nih.gov/nuccore/NC_039144
NC_039145	NC_039145,MH396016	True	1.0	MH396016	https://www.ncbi.nlm.nih.gov/nuccore/NC_039145
NC_039156	NC_039156,MF622086	True	1.0	MF622086	https://www.ncbi.nlm.nih.gov/nuccore/NC_039156
NC_039520	NC_039520,MH591103	True	1.0	NC_039520	https://www.ncbi.nlm.nih.gov/nuccore/NC_039520
NC_039521	NC_039521,MH591104	True	1.0	MH591104	https://www.ncbi.nlm.nih.gov/nuccore/NC_039521
NC_039522	NC_039522,MH591105	True	1.0	MH591105	https://www.ncbi.nlm.nih.gov/nuccore/NC_039522
NC_039523	NC_039523,MH591106	True	1.0	NC_039523	https://www.ncbi.nlm.nih.gov/nuccore/NC_039523
NC_039524	NC_039524,MH591107	True	1.0	NC_039524	https://www.ncbi.nlm.nih.gov/nuccore/NC_039524
NC_039525	NC_039525,MH591109	True	1.0	MH591109	https://www.ncbi.nlm.nih.gov/nuccore/NC_039525
NC_039526	NC_039526,MH591110	True	1.0	MH591110	https://www.ncbi.nlm.nih.gov/nuccore/NC_039526
NC_039527	NC_039527,MH591111	True	1.0	NC_039527	https://www.ncbi.nlm.nih.gov/nuccore/NC_039527
NC_039528	NC_039528,MH591112	True	1.0	NC_039528	https://www.ncbi.nlm.nih.gov/nuccore/NC_039528
NC_039737	NC_039737,MG976688,KY124271,KX897545	True	1.0	NC_039737	https://www.ncbi.nlm.nih.gov/nuccore/NC_039737
NC_039754	NC_039754,MH285950	True	1.0	MH285950	https://www.ncbi.nlm.nih.gov/nuccore/NC_039754
NC_039755	NC_039755,MH285951	True	1.0	NC_039755	https://www.ncbi.nlm.nih.gov/nuccore/NC_039755
NC_039766	NC_039766,MH591108	True	1.0	MH591108	https://www.ncbi.nlm.nih.gov/nuccore/NC_039766
NC_039920	NC_039920,MH790906,MG727869	True	1.0	MG727869	https://www.ncbi.nlm.nih.gov/nuccore/NC_039920
NC_039927	NC_039927,MH898673	True	1.0	MH898673	https://www.ncbi.nlm.nih.gov/nuccore/NC_039927
NC_039928	NC_039928,MH898674	True	1.0	NC_039928	https://www.ncbi.nlm.nih.gov/nuccore/NC_039928
NC_039967	NC_039967,MH898667	True	1.0	MH898667	https://www.ncbi.nlm.nih.gov/nuccore/NC_039967
NC_039968	NC_039968,MH898668	True	1.0	MH898668	https://www.ncbi.nlm.nih.gov/nuccore/NC_039968
NC_039969	NC_039969,MH898670	True	1.0	MH898670	https://www.ncbi.nlm.nih.gov/nuccore/NC_039969
NC_039970	NC_039970,MH898671	True	1.0	MH898671	https://www.ncbi.nlm.nih.gov/nuccore/NC_039970
NC_039971	NC_039971,MH898672	True	1.0	MH898672	https://www.ncbi.nlm.nih.gov/nuccore/NC_039971
NC_039977	NC_039977,MH281626	True	1.0	MH281626	https://www.ncbi.nlm.nih.gov/nuccore/NC_039977
NC_039978	NC_039978,MH281628	True	1.0	NC_039978	https://www.ncbi.nlm.nih.gov/nuccore/NC_039978
NC_040134	NC_040134,MH795130	True	1.0	MH795130	https://www.ncbi.nlm.nih.gov/nuccore/NC_040134
NC_040135	NC_040135,MH795131	True	1.0	NC_040135	https://www.ncbi.nlm.nih.gov/nuccore/NC_040135
NC_040152	NC_040152,MF167425	True	1.0	NC_040152	https://www.ncbi.nlm.nih.gov/nuccore/NC_040152
NC_040153	NC_040153,MF167426	True	1.0	MF167426	https://www.ncbi.nlm.nih.gov/nuccore/NC_040153
NC_040294	NC_040294,MK281452	True	1.0	NC_040294	https://www.ncbi.nlm.nih.gov/nuccore/NC_040294
NC_040295	NC_040295,MK281453,NC_026851,KJ624065	True	1.0	MK281453	https://www.ncbi.nlm.nih.gov/nuccore/NC_040295
NC_040296	NC_040296,MK281454	True	1.0	NC_040296	https://www.ncbi.nlm.nih.gov/nuccore/NC_040296
NC_040297	NC_040297,MK281455	True	1.0	NC_040297	https://www.ncbi.nlm.nih.gov/nuccore/NC_040297
NC_040298	NC_040298,MK281456	True	1.0	NC_040298	https://www.ncbi.nlm.nih.gov/nuccore/NC_040298
NC_040299	NC_040299,MK281457	True	1.0	MK281457	https://www.ncbi.nlm.nih.gov/nuccore/NC_040299
NC_041173	NC_041173,NC_041174,NC_041175,MG922858,MG922861,MG922862,NC_040156,NC_040158,MG922860,MG922864	True	1.0	MG922861	https://www.ncbi.nlm.nih.gov/nuccore/NC_041173
NC_042170	NC_042170,MH026107	True	1.0	NC_042170	https://www.ncbi.nlm.nih.gov/nuccore/NC_042170
NC_042171	NC_042171,MH026108	True	1.0	MH026108	https://www.ncbi.nlm.nih.gov/nuccore/NC_042171
NC_042181	NC_042181,MF423120	True	1.0	MF423120	https://www.ncbi.nlm.nih.gov/nuccore/NC_042181
NC_042182	NC_042182,MG778173	True	1.0	MG778173	https://www.ncbi.nlm.nih.gov/nuccore/NC_042182
NC_042241	NC_042241,MG786420	True	1.0	MG786420	https://www.ncbi.nlm.nih.gov/nuccore/NC_042241
NC_042251	NC_042251,MG778500	True	1.0	NC_042251	https://www.ncbi.nlm.nih.gov/nuccore/NC_042251
NC_042483	NC_042483,MK085986	True	1.0	NC_042483	https://www.ncbi.nlm.nih.gov/nuccore/NC_042483
NC_042484	NC_042484,MK085987	True	1.0	NC_042484	https://www.ncbi.nlm.nih.gov/nuccore/NC_042484
NC_042486	NC_042486,MK085991,MK085992	True	1.0	MK085992	https://www.ncbi.nlm.nih.gov/nuccore/NC_042486
NC_042487	NC_042487,MK085993	True	1.0	MK085993	https://www.ncbi.nlm.nih.gov/nuccore/NC_042487
NC_042488	NC_042488,MK085994	True	1.0	NC_042488	https://www.ncbi.nlm.nih.gov/nuccore/NC_042488
NC_042489	NC_042489,MK085995	True	1.0	MK085995	https://www.ncbi.nlm.nih.gov/nuccore/NC_042489
NC_042794	NC_042794,MH853471	True	1.0	MH853471	https://www.ncbi.nlm.nih.gov/nuccore/NC_042794
NC_043776	NC_043776,MK580484	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_043776
NC_043890	NC_043890,MK561360	True	1.0	NC_043890	https://www.ncbi.nlm.nih.gov/nuccore/NC_043890
NC_043929	NC_043929,MK561359	True	1.0	NC_043929	https://www.ncbi.nlm.nih.gov/nuccore/NC_043929
NC_044407	NC_044407,MK518352	True	1.0	NC_044407	https://www.ncbi.nlm.nih.gov/nuccore/NC_044407
NC_044408	NC_044408,MK518353	True	1.0	MK518353	https://www.ncbi.nlm.nih.gov/nuccore/NC_044408
NC_044463	NC_044463,NC_044464,MK045450,MK045451	True	1.0	NC_044463	https://www.ncbi.nlm.nih.gov/nuccore/NC_044463
NC_044465	NC_044465,MK045452	True	1.0	NC_044465	https://www.ncbi.nlm.nih.gov/nuccore/NC_044465
NC_044491	NC_044491,MH681881	True	1.0	MH681881	https://www.ncbi.nlm.nih.gov/nuccore/NC_044491
NC_044704	NC_044704,MN056173	True	1.0	MN056173	https://www.ncbi.nlm.nih.gov/nuccore/NC_044704
NC_044758	NC_044758,MF591718	True	1.0	MF591718	https://www.ncbi.nlm.nih.gov/nuccore/NC_044758
NC_044785	NC_044785,MN065498	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_044785
NC_045059	NC_045059,MF197536	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_045059
NC_045244	NC_045244,MK217824	True	1.0	NC_045244	https://www.ncbi.nlm.nih.gov/nuccore/NC_045244
NC_045893	NC_045893,MH511734	True	1.0	NC_045893	https://www.ncbi.nlm.nih.gov/nuccore/NC_045893
NC_045914	NC_045914,MH745228	True	1.0	MH745228	https://www.ncbi.nlm.nih.gov/nuccore/NC_045914
NC_046005	NC_046005,MG739403	True	1.0	NC_046005	https://www.ncbi.nlm.nih.gov/nuccore/NC_046005
NC_046042	NC_046042,MN053319	True	1.0	MN053319	https://www.ncbi.nlm.nih.gov/nuccore/NC_046042
NC_046043	NC_046043,MN053320	True	1.0	MN053320	https://www.ncbi.nlm.nih.gov/nuccore/NC_046043
NC_046495	NC_046495,MN967052,AB807662	True	1.0	NC_046495	https://www.ncbi.nlm.nih.gov/nuccore/NC_046495
NC_046751	NC_046751,MK783267	True	1.0	NC_046751	https://www.ncbi.nlm.nih.gov/nuccore/NC_046751
NC_047430	NC_047430,MN701586	True	1.0	NC_047430	https://www.ncbi.nlm.nih.gov/nuccore/NC_047430
NC_047431	NC_047431,MN701587	True	1.0	MN701587	https://www.ncbi.nlm.nih.gov/nuccore/NC_047431
NC_047434	NC_047434,MT193838	True	1.0	NC_047434	https://www.ncbi.nlm.nih.gov/nuccore/NC_047434
NC_047440	NC_047440,MN701585	True	1.0	MN701585	https://www.ncbi.nlm.nih.gov/nuccore/NC_047440
NC_047441	NC_047441,MN659373	True	1.0	NC_047441	https://www.ncbi.nlm.nih.gov/nuccore/NC_047441
NC_049013	NC_049013,MT364382,NC_020371,KC573041	True	1.0	NC_020371	https://www.ncbi.nlm.nih.gov/nuccore/NC_049013
NC_049168	NC_049168,MT304829,NC_040291,MF795089	True	1.0	MF795089	https://www.ncbi.nlm.nih.gov/nuccore/NC_049168
NC_051457	NC_051457,MH898941	True	1.0	NC_051457	https://www.ncbi.nlm.nih.gov/nuccore/NC_051457
NC_053611	NC_053611,NC_053612,MT179348,MT179349,LC507117,MN853875	True	1.0	MN853875	https://www.ncbi.nlm.nih.gov/nuccore/NC_053611
NC_053868	NC_053868,MT226925	True	1.0	NC_053868	https://www.ncbi.nlm.nih.gov/nuccore/NC_053868
NC_056103	NC_056103,MT909785	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_056103
NC_056787	NC_056787,MT383638	True	1.0	MT383638	https://www.ncbi.nlm.nih.gov/nuccore/NC_056787
NC_056790	NC_056790,MT383641,NC_015403,AP011960	True	1.0	NC_015403	https://www.ncbi.nlm.nih.gov/nuccore/NC_056790
NC_056791	NC_056791,MT383642	True	1.0	MT383642	https://www.ncbi.nlm.nih.gov/nuccore/NC_056791
NC_056794	NC_056794,MT383645	True	1.0	MT383645	https://www.ncbi.nlm.nih.gov/nuccore/NC_056794
NC_056910	NC_056910,MW175522	True	1.0	NC_056910	https://www.ncbi.nlm.nih.gov/nuccore/NC_056910
NC_057170	NC_057170,MT859097	True	1.0	NC_057170	https://www.ncbi.nlm.nih.gov/nuccore/NC_057170
NC_057222	NC_057222,MW292565	True	1.0	MW292565	https://www.ncbi.nlm.nih.gov/nuccore/NC_057222
NC_057618	NC_057618,MW309501	True	1.0	MW309501	https://www.ncbi.nlm.nih.gov/nuccore/NC_057618
NC_057645	NC_057645,MW412838	True	1.0	NC_057645	https://www.ncbi.nlm.nih.gov/nuccore/NC_057645
NC_058651	NC_058651,NC_058660,MZ336044,MZ336056	True	1.0	NC_058660	https://www.ncbi.nlm.nih.gov/nuccore/NC_058651
NC_058652	NC_058652,NC_058658,NC_058659,NC_058669,MZ336045,MZ336053,MZ336054,MZ336055,MZ336072	True	1.0	NC_058669	https://www.ncbi.nlm.nih.gov/nuccore/NC_058652
NC_058653	NC_058653,MZ336046	True	1.0	NC_058653	https://www.ncbi.nlm.nih.gov/nuccore/NC_058653
NC_058654	NC_058654,MZ336047,NC_039139,MH396009	True	1.0	NC_058654	https://www.ncbi.nlm.nih.gov/nuccore/NC_058654
NC_058655	NC_058655,MZ336048	True	1.0	MZ336048	https://www.ncbi.nlm.nih.gov/nuccore/NC_058655
NC_058656	NC_058656,MZ336049,MZ336058,NC_039140,MH396010	True	1.0	NC_058656	https://www.ncbi.nlm.nih.gov/nuccore/NC_058656
NC_058657	NC_058657,MZ336052	True	1.0	NC_058657	https://www.ncbi.nlm.nih.gov/nuccore/NC_058657
NC_058661	NC_058661,NC_058664,MZ336059,MZ336062	True	1.0	MZ336059	https://www.ncbi.nlm.nih.gov/nuccore/NC_058661
NC_058662	NC_058662,NC_058665,NC_058667,MZ336060,MZ336063,MZ336068,MZ336069,MZ336070	True	1.0	MZ336060	https://www.ncbi.nlm.nih.gov/nuccore/NC_058662
NC_058663	NC_058663,MZ336061	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_058663
NC_058666	NC_058666,MZ336064,MZ336065	True	1.0	MZ336064	https://www.ncbi.nlm.nih.gov/nuccore/NC_058666
NC_058668	NC_058668,MZ336071	True	1.0	NC_058668	https://www.ncbi.nlm.nih.gov/nuccore/NC_058668
NC_058670	NC_058670,MZ336074,MZ336075,NC_039143,MH396014	True	1.0	MZ336075	https://www.ncbi.nlm.nih.gov/nuccore/NC_058670
NC_058737	NC_058737,MZ393452,MZ393453,MZ393454,MZ393455,NC_031145,KX284715	True	1.0	KX284715	https://www.ncbi.nlm.nih.gov/nuccore/NC_058737
NC_058751	NC_058751	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_058751
NC_058752	NC_058752,MN853881,NC_036804,KY433579	True	1.0	KY433579	https://www.ncbi.nlm.nih.gov/nuccore/NC_058752
NC_058780	NC_058780,NC_058781,MW715816,MW722940	True	1.0	MW722940	https://www.ncbi.nlm.nih.gov/nuccore/NC_058780
NC_058782	NC_058782,MW722941	True	1.0	NC_058782	https://www.ncbi.nlm.nih.gov/nuccore/NC_058782
NC_058783	NC_058783,MW722942	True	1.0	MW722942	https://www.ncbi.nlm.nih.gov/nuccore/NC_058783
NC_058784	NC_058784,MW722943	True	1.0	MW722943	https://www.ncbi.nlm.nih.gov/nuccore/NC_058784
NC_058785	NC_058785,MW722944	True	1.0	MW722944	https://www.ncbi.nlm.nih.gov/nuccore/NC_058785
NC_058875	NC_058875,MW592696	True	1.0	NC_058875	https://www.ncbi.nlm.nih.gov/nuccore/NC_058875
NC_058876	NC_058876,MW592697	True	1.0	NC_058876	https://www.ncbi.nlm.nih.gov/nuccore/NC_058876
NC_058877	NC_058877,MW592698	True	1.0	MW592698	https://www.ncbi.nlm.nih.gov/nuccore/NC_058877
NC_058878	NC_058878,MW592699	True	1.0	NC_058878	https://www.ncbi.nlm.nih.gov/nuccore/NC_058878
NC_059722	NC_059722,MW077730	True	1.0	MW077730	https://www.ncbi.nlm.nih.gov/nuccore/NC_059722
NC_059929	NC_059929,MW561224	True	1.0	NC_059929	https://www.ncbi.nlm.nih.gov/nuccore/NC_059929
NC_060531	NC_060531,MW822747	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_060531
NC_060532	NC_060532,MW822748	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_060532
NC_060533	NC_060533,MZ334627	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_060533
NC_060534	NC_060534,MZ334628	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_060534
NC_060857	NC_060857,OK574455,OK637332,OK637334	True	1.0	OK637332	https://www.ncbi.nlm.nih.gov/nuccore/NC_060857
NC_060858	NC_060858,OK574456,OK637333,OK637335	True	1.0	OK637333	https://www.ncbi.nlm.nih.gov/nuccore/NC_060858
NC_060859	NC_060859,OK574457	True	1.0	OK574457	https://www.ncbi.nlm.nih.gov/nuccore/NC_060859
NC_061046	NC_061046,OK505007	True	1.0	NC_061046	https://www.ncbi.nlm.nih.gov/nuccore/NC_061046
NC_061047	NC_061047,OK505008	True	1.0	NC_061047	https://www.ncbi.nlm.nih.gov/nuccore/NC_061047
NC_061048	NC_061048,OK505011	True	1.0	OK505011	https://www.ncbi.nlm.nih.gov/nuccore/NC_061048
NC_061049	NC_061049,OK505012	True	1.0	OK505012	https://www.ncbi.nlm.nih.gov/nuccore/NC_061049
NC_061768	NC_061768,MW485980,MG922855,NC_016735	True	1.0	MG922855	https://www.ncbi.nlm.nih.gov/nuccore/NC_061768
NC_062300	NC_062300,MZ853149	True	1.0	MZ853149	https://www.ncbi.nlm.nih.gov/nuccore/NC_062300
NC_062301	NC_062301,MZ853150	True	1.0	NC_062301	https://www.ncbi.nlm.nih.gov/nuccore/NC_062301
NC_062379	NC_062379,MZ680365	True	1.0	MZ680365	https://www.ncbi.nlm.nih.gov/nuccore/NC_062379
NC_062380	NC_062380,MZ680366,MW675661	True	1.0	MW675661	https://www.ncbi.nlm.nih.gov/nuccore/NC_062380
NC_062381	NC_062381,MZ603803	True	1.0	MZ603803	https://www.ncbi.nlm.nih.gov/nuccore/NC_062381
NC_062382	NC_062382,MZ603804	True	1.0	MZ603804	https://www.ncbi.nlm.nih.gov/nuccore/NC_062382
NC_062383	NC_062383,MZ603805	True	1.0	NC_062383	https://www.ncbi.nlm.nih.gov/nuccore/NC_062383
NC_062384	NC_062384,MZ603806	True	1.0	NC_062384	https://www.ncbi.nlm.nih.gov/nuccore/NC_062384
NC_062385	NC_062385,MZ681963,MW675671,MW675672	True	2.0	MW675671,MW675672	https://www.ncbi.nlm.nih.gov/nuccore/NC_062385
NC_062386	NC_062386,MZ681964,MW675664	True	1.0	NC_062386	https://www.ncbi.nlm.nih.gov/nuccore/NC_062386
NC_062387	NC_062387,MZ681965	True	1.0	NC_062387	https://www.ncbi.nlm.nih.gov/nuccore/NC_062387
NC_062388	NC_062388,MZ681966	True	1.0	MZ681966	https://www.ncbi.nlm.nih.gov/nuccore/NC_062388
NC_062389	NC_062389,MZ681967	True	1.0	MZ681967	https://www.ncbi.nlm.nih.gov/nuccore/NC_062389
NC_062390	NC_062390,MZ748306	True	1.0	MZ748306	https://www.ncbi.nlm.nih.gov/nuccore/NC_062390
NC_062391	NC_062391,MZ853148	True	1.0	NC_062391	https://www.ncbi.nlm.nih.gov/nuccore/NC_062391
NC_062392	NC_062392,MZ569052	True	1.0	MZ569052	https://www.ncbi.nlm.nih.gov/nuccore/NC_062392
NC_062393	NC_062393,MZ603618	True	1.0	NC_062393	https://www.ncbi.nlm.nih.gov/nuccore/NC_062393
NC_062394	NC_062394,MZ895126	True	1.0	MZ895126	https://www.ncbi.nlm.nih.gov/nuccore/NC_062394
NC_063631	NC_063631,MT896718	True	1.0	MT896718	https://www.ncbi.nlm.nih.gov/nuccore/NC_063631
NC_063632	NC_063632,MT896719	True	1.0	MT896719	https://www.ncbi.nlm.nih.gov/nuccore/NC_063632
NC_063633	NC_063633,MT896720	True	1.0	NC_063633	https://www.ncbi.nlm.nih.gov/nuccore/NC_063633
NC_063634	NC_063634,MT896722,NC_030357,KU646492	True	1.0	NC_063634	https://www.ncbi.nlm.nih.gov/nuccore/NC_063634
NC_063675	NC_063675,OM479425	True	1.0	OM479425	https://www.ncbi.nlm.nih.gov/nuccore/NC_063675
NC_065317	NC_065317,ON228255	True	1.0	NC_065317	https://www.ncbi.nlm.nih.gov/nuccore/NC_065317
NC_065318	NC_065318,ON228256	True	1.0	NC_065318	https://www.ncbi.nlm.nih.gov/nuccore/NC_065318
NC_065319	NC_065319,ON228257	True	1.0	NC_065319	https://www.ncbi.nlm.nih.gov/nuccore/NC_065319
NC_065320	NC_065320,ON228258	True	1.0	ON228258	https://www.ncbi.nlm.nih.gov/nuccore/NC_065320
NC_065321	NC_065321,ON228259	True	1.0	ON228259	https://www.ncbi.nlm.nih.gov/nuccore/NC_065321
NC_065322	NC_065322,ON228260	True	1.0	NC_065322	https://www.ncbi.nlm.nih.gov/nuccore/NC_065322
NC_065377	NC_065377,ON584177	True	1.0	NC_065377	https://www.ncbi.nlm.nih.gov/nuccore/NC_065377
NC_065388	NC_065388,ON645924	True	1.0	ON645924	https://www.ncbi.nlm.nih.gov/nuccore/NC_065388
NC_065389	NC_065389,ON645925	True	1.0	ON645925	https://www.ncbi.nlm.nih.gov/nuccore/NC_065389
NC_065488	NC_065488,MZ504745,MK212028,NC_040300,MK281458,KX839261	True	1.0	NC_065488	https://www.ncbi.nlm.nih.gov/nuccore/NC_065488
NC_065695	NC_065695,ON645926	True	1.0	ON645926	https://www.ncbi.nlm.nih.gov/nuccore/NC_065695
NC_066049	NC_066049,OM471840	True	1.0	OM471840	https://www.ncbi.nlm.nih.gov/nuccore/NC_066049
NC_066075	NC_066075,OL415005	True	1.0	NC_066075	https://www.ncbi.nlm.nih.gov/nuccore/NC_066075
NC_066077	NC_066077,OL415008	True	1.0	OL415008	https://www.ncbi.nlm.nih.gov/nuccore/NC_066077
NC_066178	NC_066178,ON929294	True	1.0	ON929294	https://www.ncbi.nlm.nih.gov/nuccore/NC_066178
NC_066179	NC_066179,ON929295	True	1.0	NC_066179	https://www.ncbi.nlm.nih.gov/nuccore/NC_066179
NC_066180	NC_066180,ON929296	True	1.0	ON929296	https://www.ncbi.nlm.nih.gov/nuccore/NC_066180
NC_066181	NC_066181,ON938208	True	1.0	NC_066181	https://www.ncbi.nlm.nih.gov/nuccore/NC_066181
NC_066452	NC_066452,MZ682024	True	1.0	MZ682024	https://www.ncbi.nlm.nih.gov/nuccore/NC_066452
NC_066457	NC_066457,NC_066458,NC_066459,NC_066050,ON675439,ON675440,ON675441,ON675442,ON675443,ON660588,NC_064730,NC_064732,NC_064337,MW485981,MW485983,ON146599,OK323194,MW767830,MW784163,MW784164,MW784165,MW784166,MW784167,MW784168,MW784169,MT873582,MT795188,MT795189,MT800998,NC_048511,MN265366,MN794016,MN121852,MG459429,NC_029856,KP881334,NC_029134,KU500638	True	1.0	NC_066457	https://www.ncbi.nlm.nih.gov/nuccore/NC_066457
NC_066651	NC_066651,OP124049	True	1.0	NC_066651	https://www.ncbi.nlm.nih.gov/nuccore/NC_066651
NC_066823	NC_066823,OL839336	True	1.0	OL839336	https://www.ncbi.nlm.nih.gov/nuccore/NC_066823
NC_066970	NC_066970,OK139149	True	1.0	OK139149	https://www.ncbi.nlm.nih.gov/nuccore/NC_066970
NC_066971	NC_066971,OK139150,AP018129,MN853877,NC_037841,MG598531,NC_021618,KC894740	True	1.0	NC_021618	https://www.ncbi.nlm.nih.gov/nuccore/NC_066971
NC_066976	NC_066976,OK136184	True	1.0	OK136184	https://www.ncbi.nlm.nih.gov/nuccore/NC_066976
NC_067041	NC_067041,OK500205	True	1.0	NC_067041	https://www.ncbi.nlm.nih.gov/nuccore/NC_067041
NC_067581	NC_067581,OK729589	True	1.0	OK729589	https://www.ncbi.nlm.nih.gov/nuccore/NC_067581
NC_067582	NC_067582,NC_067583,OK729590,OK729591,OK729592,OK729593,MW561351	True	1.0	OK729593	https://www.ncbi.nlm.nih.gov/nuccore/NC_067582
NC_067951	NC_067951,OL855989	True	1.0	NC_067951	https://www.ncbi.nlm.nih.gov/nuccore/NC_067951
NC_067952	NC_067952,OL855990	True	1.0	OL855990	https://www.ncbi.nlm.nih.gov/nuccore/NC_067952
NC_067953	NC_067953,OL855991	True	1.0	OL855991	https://www.ncbi.nlm.nih.gov/nuccore/NC_067953
NC_067954	NC_067954,OL855992	True	1.0	NC_067954	https://www.ncbi.nlm.nih.gov/nuccore/NC_067954
NC_067955	NC_067955,OL855993,NC_001713	True	1.0	NC_001713	https://www.ncbi.nlm.nih.gov/nuccore/NC_067955
NC_067956	NC_067956,OL855995	True	1.0	OL855995	https://www.ncbi.nlm.nih.gov/nuccore/NC_067956
NC_067957	NC_067957,OL855996	True	1.0	NC_067957	https://www.ncbi.nlm.nih.gov/nuccore/NC_067957
NC_068582	NC_068582,ON619891	True	1.0	ON619891	https://www.ncbi.nlm.nih.gov/nuccore/NC_068582
NC_068622	NC_068622,OP597708	True	1.0	NC_068622	https://www.ncbi.nlm.nih.gov/nuccore/NC_068622
NC_068623	NC_068623,OP298011	True	1.0	OP298011	https://www.ncbi.nlm.nih.gov/nuccore/NC_068623
NC_068624	NC_068624,OP392028	True	1.0	NC_068624	https://www.ncbi.nlm.nih.gov/nuccore/NC_068624
NC_069042	NC_069042,ON243964	True	1.0	NC_069042	https://www.ncbi.nlm.nih.gov/nuccore/NC_069042
NC_069043	NC_069043,ON243965	True	1.0	NC_069043	https://www.ncbi.nlm.nih.gov/nuccore/NC_069043
NC_069609	NC_069609,OM827249	True	1.0	NC_069609	https://www.ncbi.nlm.nih.gov/nuccore/NC_069609
NC_069610	NC_069610,OM827250	True	1.0	OM827250	https://www.ncbi.nlm.nih.gov/nuccore/NC_069610
NC_069611	NC_069611,OM827252	True	1.0	OM827252	https://www.ncbi.nlm.nih.gov/nuccore/NC_069611
NC_069636	NC_069636,ON437585	True	1.0	ON437585	https://www.ncbi.nlm.nih.gov/nuccore/NC_069636
NC_070142	NC_070142,OP748263	True	1.0	OP748263	https://www.ncbi.nlm.nih.gov/nuccore/NC_070142
NC_070143	NC_070143,OP748264	True	1.0	OP748264	https://www.ncbi.nlm.nih.gov/nuccore/NC_070143
NC_070144	NC_070144,OP748265	True	1.0	NC_070144	https://www.ncbi.nlm.nih.gov/nuccore/NC_070144
NC_070145	NC_070145,OP748266	True	1.0	NC_070145	https://www.ncbi.nlm.nih.gov/nuccore/NC_070145
NC_070146	NC_070146,OP748267	True	1.0	NC_070146	https://www.ncbi.nlm.nih.gov/nuccore/NC_070146
NC_070147	NC_070147,OP748268	True	1.0	OP748268	https://www.ncbi.nlm.nih.gov/nuccore/NC_070147
NC_070148	NC_070148,OP748269	True	1.0	OP748269	https://www.ncbi.nlm.nih.gov/nuccore/NC_070148
NC_071859	NC_071859,OP179277	True	1.0	NC_071859	https://www.ncbi.nlm.nih.gov/nuccore/NC_071859
NC_071860	NC_071860,OP179278	True	1.0	OP179278	https://www.ncbi.nlm.nih.gov/nuccore/NC_071860
NC_071861	NC_071861,OP179279	True	1.0	OP179279	https://www.ncbi.nlm.nih.gov/nuccore/NC_071861
NC_071862	NC_071862,OP179280	True	1.0	OP179280	https://www.ncbi.nlm.nih.gov/nuccore/NC_071862
NC_071863	NC_071863,OP179281	True	1.0	OP179281	https://www.ncbi.nlm.nih.gov/nuccore/NC_071863
NC_071864	NC_071864,OP179282	True	1.0	NC_071864	https://www.ncbi.nlm.nih.gov/nuccore/NC_071864
NC_071865	NC_071865,OP179283	True	1.0	OP179283	https://www.ncbi.nlm.nih.gov/nuccore/NC_071865
NC_071969	NC_071969,OP448647	True	1.0	OP448647	https://www.ncbi.nlm.nih.gov/nuccore/NC_071969
NC_072236	NC_072236,OP616815,OP616816,MZ681961	True	1.0	OP616815	https://www.ncbi.nlm.nih.gov/nuccore/NC_072236
NC_072617	NC_072617,OM179747	True	1.0	OM179747	https://www.ncbi.nlm.nih.gov/nuccore/NC_072617
NC_072659	NC_072659,OQ417768	True	1.0	OQ417768	https://www.ncbi.nlm.nih.gov/nuccore/NC_072659
NC_072660	NC_072660,OQ417769	True	1.0	NC_072660	https://www.ncbi.nlm.nih.gov/nuccore/NC_072660
NC_072900	NC_072900,ON986218	True	1.0	ON986218	https://www.ncbi.nlm.nih.gov/nuccore/NC_072900
NC_072901	NC_072901,ON986220	True	1.0	ON986220	https://www.ncbi.nlm.nih.gov/nuccore/NC_072901
NC_072902	NC_072902,ON986221	True	1.0	ON986221	https://www.ncbi.nlm.nih.gov/nuccore/NC_072902
NC_072903	NC_072903,ON986222	True	1.0	NC_072903	https://www.ncbi.nlm.nih.gov/nuccore/NC_072903
NC_072904	NC_072904,ON986223	True	1.0	ON986223	https://www.ncbi.nlm.nih.gov/nuccore/NC_072904
NC_072905	NC_072905,ON986224	True	1.0	ON986224	https://www.ncbi.nlm.nih.gov/nuccore/NC_072905
NC_072923	NC_072923,NC_072924,OQ159090,OQ159091	True	1.0	NC_072923	https://www.ncbi.nlm.nih.gov/nuccore/NC_072923
NC_072969	NC_072969,ON892539	True	1.0	ON892539	https://www.ncbi.nlm.nih.gov/nuccore/NC_072969
NC_077586	NC_077586,OQ612619	True	1.0	NC_077586	https://www.ncbi.nlm.nih.gov/nuccore/NC_077586
